date,category,title,content,reaction
2023-08-28 01:28:00,세계,"아이티서 갱단이 종교계 시위대에 발포…""최소 7명 사망""","  카리브해 최빈국 아이티에서 갱단이 종교단체가 주도한 시위대에 총기를 난사해 최소 7명이 사망했다. 27일(현지시간) 아이티 매체 '메트로폴르'와 AP·로이터통신 등에 따르면 사건은 전날 수도 포르토프랭스 외곽 카나안에서 발생했다. 카나안은 2010년 아이티 대지진으로 집을 잃은 이들이 모여 만든 거주지다. 교회 목회자 주도로 모인 100여명은 막대기와 마체테(칼)를 들고 갱단 폭력에 항의하는 구호를 외치며 거리를 행진하다가, 자동소총 등으로 무장한 갱단원의 공격을 받았다. 현지 인권단체들은 최소 7명이 숨졌다고 밝혔다. 부상자도 수십명에 이르는데, 일부 위독한 중상자가 있어서 사망자는 더 늘 수 있다고 인권단체 'CARDH'는 전했다. 몇몇 교회 신도들은 갱단원에 의해 납치되기도 한 것으로 나타났다. 소셜미디어에는 당시 갱단 공격 장면으로 추정되는 영상이 공유됐다. 거리에서 총을 맞는 시위자와 바닥에 쓰러진 사람들의 모습도 담겼다. 아이티에서는 2021년 조브넬 모이즈 대통령 암살 이후 극적으로 악화한 사회 분위기를 틈타 갱단이 수도 포르토프랭스를 중심으로 활개 치고 있다. 경찰력마저 크게 약화한 상황에서 많은 아이티 주민은 '브와 칼레'라는 민간 자경단에 가입해 갱단 폭력에 직접 맞서고 있다. 껍질을 벗긴 나무라는 뜻의 크레올 언어인 브와 칼레는 현지에서 '신속한 정의'라는 의미를 은유적으로 표현하는 말이다. 브와 칼레는 한때 아이티의 새로운 희망으로 자리 잡는 듯했으나, 현재는 갱단 보복심리를 자극하며 아이티를 더 큰 폭력의 소용돌이로 몰아넣고 있다는 비판도 받고 있다. 앞서 유엔은 4월 24일부터 8월 중순까지 350명 이상이 자경단 활동으로 숨진 것으로 추정했다. 사망자는 대부분 갱단원이지만, 일반 시민(46명)과 경찰관(1명)도 포함된 것으로 전해졌다. 유엔은 아이티 치안 보장을 위해 아프리카 케냐를 중심으로 한 다국적 경찰력 지원 방안을 검토하고 있다. 최근 케냐 대표단이 아이티를 방문하기도 했다. ","{'쏠쏠정보': 1, '흥미진진': '0', '공감백배': '0', '분석탁월': '0', '후속강추': '0'}"
2023-08-28 01:38:00,세계,"재미동포단체, 백악관 앞에서 오염수 방류 반대 집회","  일본의 후쿠시마 원전 오염수 방류에 반대하는 재미 동포들이 27일(현지시간) 미국 수도 워싱턴DC 백악관 앞에서 항의 집회를 벌였다. 이날 집회에는 해외촛불행동 회원을 포함해 워싱턴과 버지니아 일대에 거주하는 동포들이 참가해 오염수 방류 중단을 촉구했다. 이들은 ""조 바이든 미국 대통령은 일본을 옹호하는 행위를 중단하라"" 등 구호를 외쳤으며, 일본을 향해 방류를 중단하라는 항의 연설도 진행했다. 이들은 앞서 지난 25일에는 주미일본대사관 앞에서 오염수 방류 중단을 외치며 시위를 진행한 바 있다. 참가자들은 매주 일요일 백악관에서 집회를 이어갈 예정이다. ","{'쏠쏠정보': 21, '흥미진진': '0', '공감백배': 17, '분석탁월': '0', '후속강추': 2}"
2023-08-28 01:59:00,세계,"스페이스X 우주선 '크루 드래건', 국제우주정거장 도킹 성공","발사 약 30시간만에 호주 상공에서 '접선'…6개월 임무 개시   비행사 4명을 실은 우주기업 스페이스X의 유인 우주선 크루 드래건이 국제우주정거장(ISS)에 성공적으로 도킹했다. 스페이스X는 27일(현지시간) 오전 9시 16분께(미 동부 기준) 호주 상공에서 크루 드래건과 ISS의 도킹이 이뤄졌다고 밝혔다. 크루 드래건은 스페이스X의 7번째 ISS 유인 수송 임무(크루-7)를 수행하는 우주선이다. 전날 오전 3시 27분 미 플로리다주 케이프커내버럴 케네디 우주센터에서 날아오른 지 약 30시간 만에 도킹에 성공했다. 나사와 스페이스X의 미션 제어 팀은 전체 도킹 과정을 면밀히 관찰했다. 나사의 해설자인 레아 체셔는 ""두 우주선을 하나로 묶는 데에는 느리고 안정적인 게 중요하다""며 ""도킹 절차는 우주선과 비행사들을 안전하게 하기 위해 많은 정밀도가 필요하다""고 설명했다. 도킹 후 4명의 비행사는 크루 드래건과 ISS를 안전하고 밀폐된 상태로 연결하기 위해 필요한 절차에 착수했다. 이후 오전 11시 2분께 우주선 출입구를 열어 현재 ISS에서 임무를 수행 중인 다른 비행사들과 합류하기 위해 ISS로 이동한 것으로 알려졌다. ISS에는 앞서 지난 3월 2일 크루-6 임무 유인 우주선인 드래건 엔데버에 실려 온 비행사 4명이 ISS에서 임무를 수행 중이다. 체셔는 ""우리는 그들에게서 비행 및 ISS 방문에 대한 소감을 듣게 될 것""이라며 ""그런 다음 그들은 바로 업무에 들어갈 것""이라고 말했다. 비행사 4명은 6개월간 ISS에 머물며 200여가지의 과학 연구와 실험을 진행한 뒤 내년 초 지구로 복귀할 예정이다. 이들은 ISS에 머무는 동안 다양한 우주 비행 시간에 따른 인체 반응 연구, 우주비행사 수면의 생리적 측면 조사 등을 시도한다. 우주선에는 이번 임무를 이끄는 미국인 여성 우주비행사 재스민 모그벨리 외에 유럽우주국(ESA) 소속 덴마크인 안드레아스 모겐센, 일본인 후루카와 사토시, 러시아인 콘스탄틴 보리소프 등 4개국 우주비행사가 탑승했다. 그동안 스페이스X의 유인우주선에는 미국인 2∼3명이 포함됐으며, 우주비행사의 국적이 모두 다른 경우는 이번이 처음이다. ","{'쏠쏠정보': 1, '흥미진진': 1, '공감백배': 4, '분석탁월': '0', '후속강추': '0'}"
2023-08-28 02:06:00,연예,"가디언지 ""K팝 걸그룹 英 정복나선다""…9월에만 4개팀 공연","  영국 가디언지는 27일(현지시간) 'K팝 걸그룹이 영국을 정복한다'는 제목으로 블랙핑크 하이드 파크 공연에 이어 9월에만 4개 팀이 런던에서 콘서트를 한다는 소식을 전했다. 블랙핑크는 7월 유명 음악축제인 '하이드 파크 브리티시 서머 타임 페스티벌'에 한국 가수로서 처음으로 헤드라이너(간판출연자)로 서는 기록을 세웠다. 가디언지는 블랙핑크가 영국 40위 차트에 8곡이나 올렸는데도 일부에선 하이드 파크 콘서트 등장에 놀라워했다면서, 속물적인 영국 음악계는 K팝이 만들어진 것이라며 흠을 잡곤 한다고 전했다. 그러나 이들도 K팝의 인기가 식을 기미가 보이지 않는다는 점을 인정해야 할 것이라고 가디언지는 덧붙였다. 마마무가 이달 영국 투어를 한 데 이어 트와이스, 에스파, 있지(ITZY), 여자아이들이 9월에 줄줄이 런던에서 공연하며, 피프티 피프티와 뉴진스는 영국 차트에 진입했다고 가디언지는 전했다. 가디언지는 영국에서 한국 걸그룹 인기의 한 이유로 영국 걸그룹의 몰락을 들면서, 한국 걸그룹이 소셜미디어를 타고 섬세하게 조율된 성공 공식을 가지고 영국에 상륙해 빈자리를 채웠다고 말했다. 소녀시대와 레드벨벳 등의 곡을 작업한 클레어 로드리게스 리는 ""음악은 귀에 쏙 들어오고 패션 스타일링은 정확하고 안무는 훌륭하며 무대 연출은 세심하다""며 ""진짜 여성의 힘이 있고, '우리 무리로 와'라고 하는 것 같다""고 말했다. 이런 동지애가 대부분 젊은 여성들인 핵심 팬층을 이끌었을 것이라고 가디언지는 말했다. 그러면서 K팝 걸그룹의 매력은 다면적이라고 말했다. K팝 잡지를 만든 첼시 치탐은 ""패션도 인기의 큰 부분""이라고 말했다. 가디언지는 각 멤버의 성격이 소셜미디어를 통해 드러나며 개별성이 유지되고, 팬들과 관계를 맺는 점도 인기의 한 요인으로 풀이했다. 가디언지는 영국 음악계와 K팝이 점점 더 엮이고 있고 영국에서 K팝을 복제하려는 시도도 있었다고 말했다. 그러면서 K팝 걸그룹이 조립 요소 때문에 아티스트로서 인정을 잘 못 받을 수 있지만, 영국이 그들의 스타일과 성공을 복제해내지 못했다는 점에서 K팝 걸그룹에 분명 특별함이 있는 것이라고 말했다. ","{'좋아요': '0', '응원해요': '0', '축하해요': '0', '기대해요': '0', '놀랐어요': '0', '슬퍼요': '0'}"
2023-08-28 02:34:00,스포츠,"김민재 선발·케인 멀티골…뮌헨, 개막 2연승 '신바람'","뮌헨, 2라운드에서 아우크스부르크에 3-1 승리   독일 프로축구 분데스리가 바이에른 뮌헨이 후방을 든든히 지킨 김민재와 멀티골을 터트린 해리 케인의 활약을 앞세워 개막 2연승 행진을 펼쳤다. 뮌헨은 28일(한국시간) 독일 뮌헨의 알리안츠 아레나에서 열린 아우크스부르크와 2023-2024 분데스리가 2라운드 홈 경기에서 3-1로 이겼다. 지난 19일 개막전에서 베르더 브레멘을 상대로 4-0 승리를 따낸 뮌헨은 2라운드에서도 3-1로 이기면서 2연승(승점 6·골득실 +7)으로 선두에 올랐다. 김민재는 중앙 수비수로 선발 출전, 후반 36분 마테이스 더리흐트와 교체될 때까지 81분 동안 무실점 방어를 펼쳤다. 다만 뮌헨은 김민재가 빠진 후반 41분 실점해 아쉬움을 남겼다. 더불어 '전입생' 해리 케인은 혼자 2골을 책임지며 개막전에 이어 2경기 연속골의 기쁨을 맛봤다. 전반 초반 아우크스부르크와 강하게 맞선 뮌헨은 전반 27분 페널티아크에서 때린 레온 고레츠카의 강력한 오른발 슈팅이 골키퍼 펀칭에 막혀 아쉽게 득점으로 이어지지 않았다. 하지만 고레츠카의 슈팅을 신호탄으로 공세의 강도를 높인 뮌헨은 전반 32분 상대 자책골로 먼저 골맛을 봤다. 세르주 그나브리가 투입한 패스를 리로이 자네가 잡아 골지역 오른쪽에서 오른발로 때린 볼이 아우크스부르크 골키퍼와 수비수 펠릭스 우두카이를 잇달아 맞고 골대로 향했다. 우두카이가 힘겹게 거둬냈지만, 골라인 판독기가 주심에게 득점이라는 신호를 보내면서 뮌헨이 앞서 나갔다. 뮌헨은 전반 37분 요주아 키미히가 페널티아크 부근에서 때린 오른발 슈팅이 아우크스부르크의 니클라스 도어쉬의 손에 맞고 골대를 벗어났다. 애초 코너킥이 선언됐지만 주심은 비디오 판독(VAR)을 통해 페널티지역 안에서 핸드볼 반칙이 벌어졌다는 것을 확인한 뒤 뮌헨에 페널티킥을 줬다. 케인은 전반 40분 페널티킥 키커로 나서 오른발 슈팅으로 팀의 추가골을 작성했다. 지난 주말 개막전에서 분데스리가 데뷔골을 터트렸던 케인은 2경기 연속골의 기쁨을 맛봤다. 전반을 2-0으로 마친 뮌헨은 후반 2분 김민재의 탈압박에서 시작된 패스가 킹슬레 코망의 빠른 역습으로 이어지며 아우크스부르크 수비진을 긴장하게 했다. 뮌헨은 후반 19분 그나브리의 헤더가 골키퍼 선방에 막히고, 곧바로 이어진 오른쪽 코너킥에서 우파메카노의 슈팅마저 수비수 몸 맞고 굴절되는 아쉬움을 맛봤다. 후반 23분 역습 상황에서 자네가 시도한 왼발 슈팅이 골대를 때리고 나오는 불운을 맛본 뮌헨은 1분 뒤 케인의 쐐기골이 터졌고, 그 기점은 김민재였다. 김민재가 후방에서 전방으로 투입한 패스가 알폰소 데이비스를 거쳐 케인에게 이어졌고, 케인은 페널티지역 정면에서 오른발 슈팅으로 자신의 시즌 첫 멀티골을 작성했다. 케인은 1라운드에서도 1골 1도움을 작성하더니 2라운드에서도 2골을 책임지며 2경기 연속 '멀티 공격포인트'의 맹위를 떨쳤다. 뮌헨은 후반 41분 아우크스부르크의 디온 드레나 벨요에게 만회골을 내주면서 2경기 연속 클린시트(무실점) 작성에는 실패했다. 경기가 끝난 뒤 소파스코어는 키 패스 없이 패스 성골률 91%를 기록한 김민재에게 평점 6.9를 줬다. ","{'좋아요': 27, '슬퍼요': '0', '화나요': '0', '팬이에요': 4, '후속기사 원해요': 1}"
2023-08-28 02:41:00,스포츠,"한국 배드민턴, 세계선수권 금 3개·동 1개…역대 최고 성적(종합2보)","안세영, 한국 단식 사상 첫 금메달…혼합복식 서승재-채유정 깜짝 우승 남자복식도 제패한 서승재는 3번째 韓다관왕…여자 복식은 3년 연속 입상   한국 배드민턴이 2023 세계개인선수권대회에서 전체 5개 종목 중 3개 종목을 석권했다. 배드민턴 대표팀은 28일(한국시간) 덴마크 코펜하겐의 로열 아레나에서 끝난 대회에서 여자 단식, 혼합복식, 남자복식을 제패하고 여자복식을 최종 3위로 마무리했다. 3개 종목 우승은 한국 배드민턴이 올해로 28회를 맞은 세계선수권에서 거둔 역대 최고 성적이다. 종전 기록은 2개 종목 우승으로 1985년, 1991년, 1999년 대회에서 기록한 바 있다. 3개 대회 모두 남자복식과 혼합복식에서 금메달이 나왔다. 아울러 4개 종목 입상은 역대 최다 입상 타이기록이기도 하다. 앞서 1991년(여자 단·복식, 남자복식, 혼합복식), 1995년(여자 단·복식, 남자 단·복식), 2013년(여자 단·복식, 남자복식, 혼합복식) 등 3차례의 4개 종목 입상이 있었다. 세계개인선수권은 개인전 5개 종목(남자단식, 여자단식, 남자복식, 여자복식, 혼합복식)이 토너먼트 방식으로 치러지는 대회 중 최고 권위를 가진 국제 대회다. 안세영(21·삼성생명)은 여자 단식 결승전에서 세계 6위 카롤리나 마린(30·스페인)을 2-0(21-12 21-10)으로 누르고 우승했다. 재작년 8강, 작년 4강에서 번번이 '숙적' 야마구치 아카네(일본)에게 가로막혔던 안세영은 올해는 가장 높은 자리에 올라섰다. 남녀를 통틀어 한국 선수가 세계선수권 단식 종목을 제패한 것은 안세영이 처음이다. 한국 단식은 46년간 준우승 2차례, 3위 9차례에 그쳤다. 여자 단식 방수현이 1993년 처음으로 결승전에 진출해 은메달을 획득했고, 1995년 박성우가 남자 단식 준우승을 차지했다. 안세영은 이번 우승으로 올해 8번째 금메달을 수집했다. 올해 들어 안세영은 지난달까지 우승 7번, 준우승 3번, 3위 1번을 기록하며 8월 세계랭킹 1위에 올랐다. 안세영은 시상식이 끝난 뒤 영어로 ""오늘은 내가 챔피언이다. 경기를 이겨 정말 행복하다""고 소감을 밝혔다. 이어 한국어로는 ""즐기니까 (배드민턴이) 잘 되는 것 같다""면서 ""(오늘 결승전을) 정말 잘 즐겼다는 생각밖에 들지 않는다""고 말했다. 혼합복식에서는 서승재(삼성생명)-채유정(인천국제공항)이 세계 1위 정쓰웨이-황야충(중국)을 2-1(21-17 10-21 21-18)로 꺾고 우승을 차지했다. 2003년 대회에서 우승한 김동문-라경민 이후 20년 만에 나온 쾌거다. 한국 혼합복식은 김동문-라경민 이후 결승전에 한 차례도 오르지 못하며 동메달만 3개로 만족해야 했다. 2008 베이징 올림픽 금메달리스트인 이용대-이효정이 2009년 동메달을 목에 걸었고 고성현-하정은, 신백철-엄혜원이 각각 2010년, 2013년 대회를 3위로 마감했다. 그 후로는 4강 진출조차 없었다. 서승재-채유정은 이날 전까지 정쓰웨이-황야충을 한 번도 이기지 못하고 내리 9패를 당했지만, 세계선수권 우승 길목에서 값진 첫 승을 따냈다. 남자복식에서는 서승재-강민혁(이상 삼성생명)이 킴 아스트루프-아네르스 스카루프 라스무센(덴마크)을 2-1(14-21 21-15 21-17)로 극적으로 눌렀다. 상대가 홈 팬들의 일방적인 응원에 힘입어 1세트를 가져갔지만, 서승재-강민혁은 흔들리지 않고 2, 3세트를 따내 역전승했다. 남자복식 우승은 2014년 대회에서 고성현-신백철과 유연성-이용대가 남자복식 금, 은메달을 나눠 가진 이후 9년 만이다. 서승재는 혼합복식에 이어 금메달을 추가하며 기쁨이 두 배가 됐다. 서승재는 박주봉(1985년 남자복식·혼합복식, 1991년 남자복식·혼합복식), 김동문(1999년 남자복식·혼합복식)에 이어 한 해 세계선수권 다관왕에 오른 세 번째 한국 선수가 됐다. 여자복식 김소영(인천국제공항)-공희용(전북은행)은 앞서 열린 준결승전에서 아프리야니 라하유-시티 파디아 실바 라마드한티(인도네시아)에게 0-2(9-21 20-22)로 패해 최종 3위로 대회를 마무리했다. 김소영-공희용은 2021년 3위, 지난해 준우승에 이어 3년 연속 입상을 달성했다. ","{'좋아요': 52, '슬퍼요': '0', '화나요': 1, '팬이에요': 4, '후속기사 원해요': '0'}"
2023-08-28 03:08:00,스포츠,"'조규성 결장' 미트윌란, 노르셸란에 0-3 완패 '2연패 수렁'","  조규성이 허벅지 통증으로 결장한 덴마크 프로축구 수페르리가 미트윌란이 시즌 첫 연패를 당했다. 미트윌란은 28일(한국시간) 덴마크 파룸의 라이트 투 드림 파크에서 열린 노르셸란과 2023-2024 수페르리가 6라운드 원정에서 0-3으로 졌다. 직전 5라운드에서 브뢴뷔에 0-1로 패했던 미트윌란은 이번 시즌 처음으로 2연패를 당하면서 승점 9(3승 3패·골득실-3)를 기록, 6위로 한 계단 추락했다. 5라운드 브뢴뷔전에서 전반 20분 만에 허벅지 통증을 느껴 교체로 물러난 조규성은 출전선수 명단에서 제외됐다. 회복에 2주 정도 소요된다는 진단을 받은 조규성이 빠진 상황에서 미트윌란은 전반 7분 만에 노르셸란의 마르쿠스 잉바르트센에게 헤더로 실점하며 기선을 제압당했다. 전반을 0-1로 마친 미트윌란은 후반 8분 선제 결승골의 주인공 잉바르트센에게 추가골을 내주더니 후반 45분 마리오 도르겔레스에게 쐐기골을 얻어맞고 완패했다. ","{'좋아요': 2, '슬퍼요': 6, '화나요': '0', '팬이에요': '0', '후속기사 원해요': 1}"
2023-08-28 03:30:00,세계,"美 중도단체 ""내년 4월 초당적 제3후보 선출""…바이든에 악몽?","'노레이블스' 조사서 경합지 63% '제3후보 지지'…""승리 기회있다"" 민주 ""가짜 통합 명분으로 분열 조장""…제3후보 선출시 영향 주목   2024년 미국 대선이 조 바이든 미국 대통령과 도널드 트럼프 전 대통령간 리턴 매치가 될 가능성이 큰 것으로 전망되는 가운데 이른바 제3후보론의 구심점에 있는 정치단체가 내년 4월 후보를 선출하겠다고 밝혔다. 제3후보가 출현할 경우 결과적으로 트럼프 전 대통령이 이득을 볼 수 있다는 우려가 민주당에서 나오고 있다는 점에서 실제 일정대로 진행될지 주목된다. 중도 성향 정치 단체인 '노 레이블스'(No Labels)의 공동 대표인 조 리버먼 전 상원의원은 27일(현지시간) 폭스뉴스에 출현, ""내년 4월 텍사스주 댈러스에서 초당적인 후보를 지명하는 행사를 열 것""이라고 말했다. 그는 ""우리의 계획은 현실적으로 승리할 수 있을 때만 출마하는 것""이라면서 최근 경합주를 대상으로 한 자체 여론조사에서 바이든 대통령과 트럼프 전 대통령이 아닌 제3의 후보에 대한 국민적 지지를 확인했다고 주장했다. '노 레이블스' 홈페이지에 따르면 경합주 8곳에서 9천418명을 대상으로 지난달 28일부터 이달 3일까지 여론조사를 실시한 결과 전체 응답자의 63%가 2024년 대선이 바이든 대통령과 트럼프 전 대통령간 대결로 귀결될 경우 제3후보를 지지할 의향이 있다고 답했다. 지난 22일 발표된 이 조사는 애리조나, 플로리다, 조지아, 미시간, 네바다, 노스캘롤라이나, 펜실베이니아, 위스콘신 등 미국 대선의 승패를 결정하는 경합주 8곳을 대상으로 한 것이다. 이런 수치는 작년 12월 조사(59%)보다 다소 높아진 것이다. 이번 조사에서 바이든 대통령에 대해서는 72%가, 트럼프 전 대통령에 대해서는 63%가 각각 재선에 출마해선 안 된다고 답했다. 민주당 소속으로 연방 상원의원을 지낸 리버먼 전 의원은 ""우리는 제3후보에 진정한 기회가 있다고 생각한다""고 밝혔다. 그는 그러면서 ""우리는 가장 중요한 일에 먼저 집중하고 있다""면서 ""그것은 50개 주 모두에서 세번째 후보로 투표용지에 오르는 것""이라고 밝혔다. 앞서 '노 레이블스'의 공동 대표인 '한국 사위' 래리 호건 전 메릴랜드 주지사도 지난 20일에 CNN에서 ""트럼프 전 대통령과 바이든 대통령이 후보가 된다면, 노 레이블스가 대안 후보를 낼 가능성이 매우 높아질 것""이라고 말한 바 있다. 노 레이블스는 제3대선 후보로 출마할 인물로 호건 전 주지사에 더해 조 맨친 상원의원(민주·웨스트 버지니아), 존 헌츠먼 전 유타 주지사 등을 주목하고 있다. 이 가운데 여당인 민주당 내에서 '여당내 야당'으로 통하는 맨친 의원의 경우 이달 초 지역 매체와의 인터뷰에서 민주당 탈당을 진지하게 고려하고 있다고 밝힌 바 있다. 만약 중도 성향의 제3후보가 현실화할 경우 바이든 대통령의 표가 분산될 가능성이 있다. 실제 에머슨대학교가 미시간주에서 진행한 최근 여론조사에서 녹색당 후보를 포함할 경우 바이든 대통령이 트럼프 전 대통령에게 살짝 밀리는 것으로 나타나기도 했다. 반면 녹색당 후보를 뺀 양자 가상 대결 조사에서는 바이든 대통령과 트럼프 전 대통령의 지지율이 동률을 기록했다. 민주당은 이런 이유로 제3후보론을 비판하고 있다. 앤 커스터 하원의원(민주·뉴햄프셔)은 지난달 ""'노 레이블스'는 분열을 조장하기 위해 '가짜 통합' 메시지를 사용하고 있다""면서 ""제3후보 출마 계획은 가장 극단적이고 극우적인 후보인 트럼프가 대선에서 승리하는 길을 열어줄 것""이라고 말했다고 정치 전문매체 폴리티코가 전했다. 이에 대해 리버먼 대표는 ""(우리가 선출할 후보는) 초당적 후보가 될 것이기 때문에 양당에서 동등하게 표를 받을 것""이라면서 ""우리가 트럼프 전 대통령을 당선시킬 것이라는 생각은 현실적이지 않다""고 반박했다. ","{'쏠쏠정보': '0', '흥미진진': '0', '공감백배': 2, '분석탁월': '0', '후속강추': 1}"
2023-08-28 03:39:00,세계,뉴욕에서 비만율 최저인 부유층 거주지서 비만치료제 최다 사용,"NYT, 보험분석업체 인용 보도…""경제·사회적 불평등 반영""   미국 뉴욕에서 오젬픽 등 비만 치료제가 가장 많이 사용되는 곳은 비만율이 가장 낮은 부유층 거주지역인 것으로 나타났다. 뉴욕타임스(NYT)는 27일(현지시간) 미국의 보험분석업체인 트릴런트를 인용해 지난해 뉴욕 맨해튼 어퍼 이스트 사이드 주민 2.3%가 오젬픽이나 위고비 등 비만 치료 주사제를 처방받았다고 보도했다. 과거 뉴욕 상류층 거주지였던 이 지역은 여전히 부유층이 모여 사는 곳으로 유명하다. 특히 교육과 경제적 능력뿐 아니라 건강과 관련한 각종 지표가 다른 지역 주민들에 비해 월등하게 높은 지역이다. 2015년 통계에 따르면 이 지역 주민들의 평균 수명은 85세로 뉴욕에서 가장 높다. 북쪽 경계를 접한 흑인 거주지역 이스트 할렘의 평균수명(76세)보다 9년이나 많은 수치다. 또한 뉴욕 전체의 비만율이 25.4%인데 반해 어퍼 이스트 사이드 주민의 비만율은 9%에 불과하다. 반면 이스트리버 너머에 위치한 사우스이스트 퀸스의 비만율은 43.4%에 달한다. 뉴욕에서 비만율과 당뇨병 발병률이 가장 낮은 지역에서 비만 치료제가 가장 많이 처방됐다는 뜻이다. 정작 비만율이 높고 당뇨병 발병이 흔한 브루클린 이스트 뉴욕의 경우 오젬픽 등 비만 치료 주사제를 처방받은 비율이 어퍼 이스트 사이드의 절반인 1.2%에 불과한 것으로 나타났다. NYT는 이 같은 현상이 경제·사회적 불평등이 반영된 결과라고 지적했다. 비만 치료제의 선풍적 인기로 인한 품귀 현상 때문에 실제 비만 치료제가 필요한 환자들은 약을 구할 수 없는 상황에 몰렸지만, 부유층들은 쉽게 치료제를 구할 수 있다는 것이다. 또한 의료보험에 따른 비만치료제 접근성도 격차가 크다는 설명이다. 저소득층을 위한 공적 의료보험인 메디케이드는 뉴욕에서 당뇨병 치료가 아닌 살을 빼기 위한 목적의 비만치료제 사용에는 보험금을 지급하지 않지만, 부유층들이 사용하는 일반 의료보험은 체중감량 목적에도 보험금이 지급된다는 것이다. 뉴욕대(NYU) 랭건병원의 비만 전문의 브리야 자이싱가니 박사는 ""정말 비만을 치료해야 하는 사람들이 좀 더 원활하게 약에 접근하게 되길 바란다""고 말했다. ","{'쏠쏠정보': '0', '흥미진진': '0', '공감백배': '0', '분석탁월': '0', '후속강추': '0'}"
2023-08-28 03:59:00,세계,"""우리 정보 공짜수집·이용 안 돼""…늘어나는 챗GPT 차단 사이트","NYT·아마존·CNN·로이터 등 GPT봇 차단…콘텐츠 무단 사용 막아   생성형 인공지능(AI)을 둘러싼 저작권 논란이 제기되면서 챗GPT의 정보 수집을 차단하는 사이트가 증가하고 있다. 27일(현지시간) AI 콘텐츠 정보 제공업체인 오리지널리티.AI(originality.ai)에 따르면 지난 22일 기준 전 세계에서 가장 인기 있는 사이트 1천개 가운데 챗GPT의 정보 수집 툴인 GPT봇(GPTBot)을 차단한 사이트는 9.2%에 달했다. GPT봇은 챗GPT 개발사 오픈AI가 GPT 언어모델 학습에 필요한 데이터를 수집하는 새로운 웹 크롤러로, 지난 7일 공개됐다. 오픈AI는 GPT봇을 공개하면서 정보 수집·이용을 원하지 않는 사이트 소유자에게 GPT봇의 크롤링을 차단하는 방법을 안내했다. GPT봇 공개 후 첫 주인 지난 15일에는 GPT봇 차단율이 5%에 미치지 않았으나, 2주 차에는 10%까지 육박했다. 특히, 인기 있는 주요 사이트 100개로 범위를 좁히면 차단율은 15%에 달해 이용자 수가 많은 사이트일수록 차단율이 높은 것으로 조사됐다. 주요 사이트 중에는 로이터 통신(Reuters.com), 아마존(Amazon.com), 뉴욕타임스(NYTimes.com), CNN방송(CNN.com) 등 주요 기사 사이트가 대거 포함됐다. 로이터 통신의 경우 주요 GPT봇 공개 다음 날인 8일 웹 크롤링을 차단해 주요 100개 사이트 중에는 가장 먼저 정보 수집을 막았다. 이처럼 각 사이트가 GPT봇을 차단하는 것은 자사와 사전 동의 없이 챗GPT가 콘텐츠를 무단으로 사용하지 못하도록 하기 위한 것이다. 구글의 경우 지난 5월 NYT와 뉴스콘텐츠 사용료로 3년에 걸쳐 1억 달러(1천327억원) 지급하기로 하는 합의한 것으로 알려졌다. 오리지널리티.AI는 ""GPT봇 접근을 막는 사이트가 일주일에 5% 포인트가량 늘어나는 등 GPT봇 차단 사이트는 꾸준히 늘어나는 것으로 조사됐다""고 설명했다 ","{'쏠쏠정보': 1, '흥미진진': 2, '공감백배': 1, '분석탁월': 0, '후속강추': 2}"
